targetId,comparatorId,outcomeId,outcomeName,type
3619,3620,4234533,Tonsillitis,outcome
3619,3620,4030042,Toxic goiter,outcome
3619,3620,81893,Ulcerative colitis,outcome
3619,3620,194083,Vaginitis and vulvovaginitis,outcome
3619,3620,140641,Verruca vulgaris,outcome
3619,3620,380038,Viral conjunctivitis,outcome
3619,3620,4291005,Viral hepatitis,outcome
3619,3620,4248870,Visceroptosis,outcome
3619,3620,4115367,Wrist joint pain,outcome
3619,3620,440193,Wristdrop,outcome
